# Ir,Pd,Pt,Rh,Ru,fd,fd_se
0.20,0.00,0.40,0.00,0.40,0.460811,0.015504
0.20,0.00,0.30,0.50,0.00,0.493919,0.014934
0.20,0.00,0.30,0.40,0.10,0.462838,0.019081
0.20,0.00,0.30,0.30,0.20,0.424324,0.026138
0.20,0.00,0.30,0.20,0.30,0.377027,0.029425
0.20,0.00,0.30,0.10,0.40,0.387838,0.011674
0.20,0.00,0.30,0.00,0.50,0.400000,0.019099
0.20,0.00,0.20,0.60,0.00,0.335135,0.024881
0.20,0.00,0.20,0.50,0.10,0.343243,0.015759
0.20,0.00,0.20,0.40,0.20,0.372973,0.035555
0.20,0.00,0.20,0.30,0.30,0.362838,0.022903
0.20,0.00,0.20,0.20,0.40,0.352027,0.020727
0.20,0.00,0.20,0.10,0.50,0.301351,0.018362
0.20,0.00,0.20,0.00,0.60,0.289189,0.013284
0.20,0.00,0.10,0.70,0.00,0.258784,0.013067
0.20,0.00,0.10,0.60,0.10,0.268243,0.017411
0.20,0.00,0.10,0.50,0.20,0.291892,0.020203
0.20,0.00,0.10,0.40,0.30,0.251351,0.015206
0.20,0.00,0.10,0.30,0.40,0.277027,0.015738
0.20,0.00,0.10,0.20,0.50,0.256081,0.017761
0.20,0.00,0.10,0.10,0.60,0.219595,0.025618
0.20,0.00,0.10,0.00,0.70,0.222297,0.008507
0.20,0.00,0.00,0.80,0.00,0.000000,0.000000
0.20,0.00,0.00,0.70,0.10,0.000000,0.000000
0.20,0.00,0.00,0.60,0.20,0.000000,0.000000
0.20,0.00,0.00,0.50,0.30,0.000000,0.000000
0.20,0.00,0.00,0.40,0.40,0.000000,0.000000
0.20,0.00,0.00,0.30,0.50,0.000000,0.000000
0.20,0.00,0.00,0.20,0.60,0.000000,0.000000
0.20,0.00,0.00,0.10,0.70,0.152027,0.031239
0.20,0.00,0.00,0.00,0.80,0.165541,0.006320
0.10,0.90,0.00,0.00,0.00,0.494595,0.044173
0.10,0.80,0.10,0.00,0.00,0.618243,0.034651
0.10,0.80,0.00,0.10,0.00,0.216892,0.062389
0.10,0.80,0.00,0.00,0.10,0.452027,0.015932
0.10,0.70,0.20,0.00,0.00,0.775676,0.019366
0.10,0.70,0.10,0.10,0.00,0.520270,0.039210
0.10,0.70,0.10,0.00,0.10,0.527703,0.012106
0.10,0.70,0.00,0.20,0.00,0.272973,0.016181
0.10,0.70,0.00,0.10,0.10,0.329730,0.028956
0.10,0.70,0.00,0.00,0.20,0.356081,0.014865
0.10,0.60,0.30,0.00,0.00,0.836486,0.009591
0.10,0.60,0.20,0.10,0.00,0.651351,0.007807
0.10,0.60,0.20,0.00,0.10,0.606757,0.012348
0.10,0.60,0.10,0.20,0.00,0.480405,0.035983
0.10,0.60,0.10,0.10,0.10,0.457432,0.017960
0.10,0.60,0.10,0.00,0.20,0.404730,0.009988
0.10,0.60,0.00,0.30,0.00,0.048649,0.048649
0.10,0.60,0.00,0.20,0.10,0.270270,0.028964
0.10,0.60,0.00,0.10,0.20,0.324324,0.014452
0.10,0.60,0.00,0.00,0.30,0.333108,0.013706
0.10,0.50,0.40,0.00,0.00,0.866216,0.013954
0.10,0.50,0.30,0.10,0.00,0.748649,0.008248
0.10,0.50,0.30,0.00,0.10,0.550000,0.024136
0.10,0.50,0.20,0.20,0.00,0.609459,0.018181
0.10,0.50,0.20,0.10,0.10,0.511486,0.029425
0.10,0.50,0.20,0.00,0.20,0.422973,0.022798
0.10,0.50,0.10,0.30,0.00,0.475000,0.016845
0.10,0.50,0.10,0.20,0.10,0.406757,0.004220
0.10,0.50,0.10,0.10,0.20,0.355405,0.012882
0.10,0.50,0.10,0.00,0.30,0.354054,0.022748
0.10,0.50,0.00,0.40,0.00,0.089865,0.064505
0.10,0.50,0.00,0.30,0.10,0.204054,0.053423
0.10,0.50,0.00,0.20,0.20,0.216216,0.015445
0.10,0.50,0.00,0.10,0.30,0.231757,0.014788
0.10,0.50,0.00,0.00,0.40,0.233108,0.009850
0.10,0.40,0.50,0.00,0.00,0.918243,0.009639
0.10,0.40,0.40,0.10,0.00,0.804054,0.004405
0.10,0.40,0.40,0.00,0.10,0.595946,0.031158
0.10,0.40,0.30,0.20,0.00,0.689865,0.007509
0.10,0.40,0.30,0.10,0.10,0.587838,0.026125
0.10,0.40,0.30,0.00,0.20,0.470270,0.024558
0.10,0.40,0.20,0.30,0.00,0.532432,0.024632
0.10,0.40,0.20,0.20,0.10,0.475676,0.019183
0.10,0.40,0.20,0.10,0.20,0.431757,0.008640
0.10,0.40,0.20,0.00,0.30,0.335811,0.014036
0.10,0.40,0.10,0.40,0.00,0.384459,0.020197
0.10,0.40,0.10,0.30,0.10,0.358784,0.023922
0.10,0.40,0.10,0.20,0.20,0.326351,0.016223
0.10,0.40,0.10,0.10,0.30,0.296622,0.024995
0.10,0.40,0.10,0.00,0.40,0.260135,0.018473
0.10,0.40,0.00,0.50,0.00,0.101351,0.062395
0.10,0.40,0.00,0.40,0.10,0.176351,0.046499
0.10,0.40,0.00,0.30,0.20,0.194595,0.010715
0.10,0.40,0.00,0.20,0.30,0.197973,0.013326
0.10,0.40,0.00,0.10,0.40,0.188514,0.009027
0.10,0.40,0.00,0.00,0.50,0.163514,0.010874
0.10,0.30,0.60,0.00,0.00,0.929730,0.007038
0.10,0.30,0.50,0.10,0.00,0.805405,0.013995
0.10,0.30,0.50,0.00,0.10,0.629054,0.023537
0.10,0.30,0.40,0.20,0.00,0.689189,0.019466
0.10,0.30,0.40,0.10,0.10,0.534459,0.026589
0.10,0.30,0.40,0.00,0.20,0.466892,0.026760
0.10,0.30,0.30,0.30,0.00,0.564865,0.016356
0.10,0.30,0.30,0.20,0.10,0.484459,0.021060
0.10,0.30,0.30,0.10,0.20,0.414189,0.013748
0.10,0.30,0.30,0.00,0.30,0.343919,0.022521
0.10,0.30,0.20,0.40,0.00,0.457432,0.013748
0.10,0.30,0.20,0.30,0.10,0.435811,0.028022
0.10,0.30,0.20,0.20,0.20,0.375676,0.019653
0.10,0.30,0.20,0.10,0.30,0.314189,0.019612
0.10,0.30,0.20,0.00,0.40,0.279730,0.013275
0.10,0.30,0.10,0.50,0.00,0.317568,0.012134
0.10,0.30,0.10,0.40,0.10,0.292568,0.023102
0.10,0.30,0.10,0.30,0.20,0.322973,0.019774
0.10,0.30,0.10,0.20,0.30,0.258108,0.011973
0.10,0.30,0.10,0.10,0.40,0.216892,0.008640
0.10,0.30,0.10,0.00,0.50,0.190541,0.015356
0.10,0.30,0.00,0.60,0.00,0.000000,0.000000
0.10,0.30,0.00,0.50,0.10,0.079054,0.052703
0.10,0.30,0.00,0.40,0.20,0.080405,0.033349
0.10,0.30,0.00,0.30,0.30,0.148649,0.013765
0.10,0.30,0.00,0.20,0.40,0.160135,0.007448
0.10,0.30,0.00,0.10,0.50,0.131081,0.006533
0.10,0.30,0.00,0.00,0.60,0.129730,0.006551
0.10,0.20,0.70,0.00,0.00,0.941892,0.006957
0.10,0.20,0.60,0.10,0.00,0.835135,0.013740
0.10,0.20,0.60,0.00,0.10,0.640541,0.022728
0.10,0.20,0.50,0.20,0.00,0.746622,0.011256
0.10,0.20,0.50,0.10,0.10,0.590541,0.024973
0.10,0.20,0.50,0.00,0.20,0.482432,0.027496
0.10,0.20,0.40,0.30,0.00,0.629054,0.009277
0.10,0.20,0.40,0.20,0.10,0.477027,0.024558
0.10,0.20,0.40,0.10,0.20,0.422297,0.013681
0.10,0.20,0.40,0.00,0.30,0.369595,0.015056
0.10,0.20,0.30,0.40,0.00,0.487838,0.025227
0.10,0.20,0.30,0.30,0.10,0.456757,0.017858
0.10,0.20,0.30,0.20,0.20,0.381757,0.019495
0.10,0.20,0.30,0.10,0.30,0.329054,0.004730
0.10,0.20,0.30,0.00,0.40,0.269595,0.008573
0.10,0.20,0.20,0.50,0.00,0.375676,0.022420
0.10,0.20,0.20,0.40,0.10,0.350000,0.005812
0.10,0.20,0.20,0.30,0.20,0.293919,0.020129
0.10,0.20,0.20,0.20,0.30,0.316216,0.018212
0.10,0.20,0.20,0.10,0.40,0.232432,0.012704
0.10,0.20,0.20,0.00,0.50,0.209459,0.011703
0.10,0.20,0.10,0.60,0.00,0.275000,0.011536
0.10,0.20,0.10,0.50,0.10,0.241216,0.015131
0.10,0.20,0.10,0.40,0.20,0.218243,0.003133
0.10,0.20,0.10,0.30,0.30,0.214865,0.010926
0.10,0.20,0.10,0.20,0.40,0.188514,0.005987
0.10,0.20,0.10,0.10,0.50,0.163514,0.013954
0.10,0.20,0.10,0.00,0.60,0.149324,0.013656
0.10,0.20,0.00,0.70,0.00,0.000000,0.000000
0.10,0.20,0.00,0.60,0.10,0.000000,0.000000
0.10,0.20,0.00,0.50,0.20,0.000000,0.000000
0.10,0.20,0.00,0.40,0.30,0.000000,0.000000
0.10,0.20,0.00,0.30,0.40,0.080405,0.013275
0.10,0.20,0.00,0.20,0.50,0.083108,0.006551
0.10,0.20,0.00,0.10,0.60,0.083784,0.007952
0.10,0.20,0.00,0.00,0.70,0.108108,0.009733
0.10,0.10,0.80,0.00,0.00,0.930405,0.011336
0.10,0.10,0.70,0.10,0.00,0.829054,0.013412
0.10,0.10,0.70,0.00,0.10,0.627703,0.038496
0.10,0.10,0.60,0.20,0.00,0.756081,0.012058
0.10,0.10,0.60,0.10,0.10,0.640541,0.035491
0.10,0.10,0.60,0.00,0.20,0.500676,0.027371
0.10,0.10,0.50,0.30,0.00,0.634459,0.026760
0.10,0.10,0.50,0.20,0.10,0.503378,0.033478
0.10,0.10,0.50,0.10,0.20,0.420270,0.019774
0.10,0.10,0.50,0.00,0.30,0.376351,0.025698
0.10,0.10,0.40,0.40,0.00,0.488514,0.022878
0.10,0.10,0.40,0.30,0.10,0.469595,0.019930
0.10,0.10,0.40,0.20,0.20,0.420946,0.017639
0.10,0.10,0.40,0.10,0.30,0.361486,0.010303
0.10,0.10,0.40,0.00,0.40,0.297297,0.018224
0.10,0.10,0.30,0.50,0.00,0.397297,0.019803
0.10,0.10,0.30,0.40,0.10,0.370270,0.021087
0.10,0.10,0.30,0.30,0.20,0.343243,0.012486
0.10,0.10,0.30,0.20,0.30,0.325676,0.009350
0.10,0.10,0.30,0.10,0.40,0.268243,0.009884
0.10,0.10,0.30,0.00,0.50,0.255405,0.017960
0.10,0.10,0.20,0.60,0.00,0.300676,0.015738
0.10,0.10,0.20,0.50,0.10,0.283784,0.010079
0.10,0.10,0.20,0.40,0.20,0.274324,0.013446
0.10,0.10,0.20,0.30,0.30,0.240541,0.011020
0.10,0.10,0.20,0.20,0.40,0.231081,0.011133
0.10,0.10,0.20,0.10,0.50,0.205405,0.016461
0.10,0.10,0.20,0.00,0.60,0.203378,0.009338
0.10,0.10,0.10,0.70,0.00,0.214189,0.005713
0.10,0.10,0.10,0.60,0.10,0.225000,0.019600
0.10,0.10,0.10,0.50,0.20,0.215541,0.014389
0.10,0.10,0.10,0.40,0.30,0.164189,0.011336
0.10,0.10,0.10,0.30,0.40,0.181757,0.004583
0.10,0.10,0.10,0.20,0.50,0.161486,0.009399
0.10,0.10,0.10,0.10,0.60,0.147973,0.019970
0.10,0.10,0.10,0.00,0.70,0.131081,0.012477
0.10,0.10,0.00,0.80,0.00,0.000000,0.000000
0.10,0.10,0.00,0.70,0.10,0.000000,0.000000
0.10,0.10,0.00,0.60,0.20,0.000000,0.000000
0.10,0.10,0.00,0.50,0.30,0.000000,0.000000
0.10,0.10,0.00,0.40,0.40,0.000000,0.000000
0.10,0.10,0.00,0.30,0.50,0.000000,0.000000
0.10,0.10,0.00,0.20,0.60,0.008108,0.008108
0.10,0.10,0.00,0.10,0.70,0.015541,0.009651
0.10,0.10,0.00,0.00,0.80,0.051351,0.009277
0.10,0.00,0.90,0.00,0.00,0.930405,0.011336
0.10,0.00,0.80,0.10,0.00,0.858108,0.012505
0.10,0.00,0.80,0.00,0.10,0.615541,0.025313
0.10,0.00,0.70,0.20,0.00,0.739865,0.017781
0.10,0.00,0.70,0.10,0.10,0.591216,0.033784
0.10,0.00,0.70,0.00,0.20,0.522297,0.021910
0.10,0.00,0.60,0.30,0.00,0.660811,0.016708
0.10,0.00,0.60,0.20,0.10,0.581757,0.039563
0.10,0.00,0.60,0.10,0.20,0.450000,0.002483
0.10,0.00,0.60,0.00,0.30,0.400676,0.013111
0.10,0.00,0.50,0.40,0.00,0.558784,0.008453
0.10,0.00,0.50,0.30,0.10,0.495270,0.039939
0.10,0.00,0.50,0.20,0.20,0.417568,0.010715
0.10,0.00,0.50,0.10,0.30,0.372973,0.015319
0.10,0.00,0.50,0.00,0.40,0.373649,0.022348
0.10,0.00,0.40,0.50,0.00,0.454730,0.009411
0.10,0.00,0.40,0.40,0.10,0.411486,0.013740
0.10,0.00,0.40,0.30,0.20,0.359459,0.024886
0.10,0.00,0.40,0.20,0.30,0.337162,0.004456
0.10,0.00,0.40,0.10,0.40,0.356757,0.008317
0.10,0.00,0.40,0.00,0.50,0.298649,0.019659
0.10,0.00,0.30,0.60,0.00,0.340541,0.019212
0.10,0.00,0.30,0.50,0.10,0.331081,0.028225
0.10,0.00,0.30,0.40,0.20,0.306757,0.010544
0.10,0.00,0.30,0.30,0.30,0.288514,0.011184
0.10,0.00,0.30,0.20,0.40,0.295270,0.016258
0.10,0.00,0.30,0.10,0.50,0.270946,0.007038
0.10,0.00,0.30,0.00,0.60,0.258108,0.020594
0.10,0.00,0.20,0.70,0.00,0.264189,0.018424
0.10,0.00,0.20,0.60,0.10,0.262162,0.017345
0.10,0.00,0.20,0.50,0.20,0.209459,0.004533
0.10,0.00,0.20,0.40,0.30,0.218243,0.011536
0.10,0.00,0.20,0.30,0.40,0.225000,0.016708
0.10,0.00,0.20,0.20,0.50,0.207432,0.011486
0.10,0.00,0.20,0.10,0.60,0.235135,0.006637
0.10,0.00,0.20,0.00,0.70,0.198649,0.009338
0.10,0.00,0.10,0.80,0.00,0.144595,0.005384
0.10,0.00,0.10,0.70,0.10,0.163514,0.013197
0.10,0.00,0.10,0.60,0.20,0.154054,0.021727
0.10,0.00,0.10,0.50,0.30,0.147297,0.013197
0.10,0.00,0.10,0.40,0.40,0.166216,0.014468
0.10,0.00,0.10,0.30,0.50,0.163514,0.011635
0.10,0.00,0.10,0.20,0.60,0.164865,0.013822
0.10,0.00,0.10,0.10,0.70,0.145946,0.011819
0.10,0.00,0.10,0.00,0.80,0.146622,0.023200
0.10,0.00,0.00,0.90,0.00,0.000000,0.000000
0.10,0.00,0.00,0.80,0.10,0.000000,0.000000
0.10,0.00,0.00,0.70,0.20,0.000000,0.000000
0.10,0.00,0.00,0.60,0.30,0.000000,0.000000
0.10,0.00,0.00,0.50,0.40,0.000000,0.000000
0.10,0.00,0.00,0.40,0.50,0.000000,0.000000
0.10,0.00,0.00,0.30,0.60,0.000000,0.000000
0.10,0.00,0.00,0.20,0.70,0.000000,0.000000
0.10,0.00,0.00,0.10,0.80,0.000000,0.000000
0.10,0.00,0.00,0.00,0.90,0.048649,0.005812
0.00,1.00,0.00,0.00,0.00,0.000000,0.000000
0.00,0.90,0.10,0.00,0.00,0.047297,0.047297
0.00,0.90,0.00,0.10,0.00,0.000000,0.000000
0.00,0.90,0.00,0.00,0.10,0.074324,0.074324
0.00,0.80,0.20,0.00,0.00,0.647973,0.045519
0.00,0.80,0.10,0.10,0.00,0.195270,0.080434
0.00,0.80,0.10,0.00,0.10,0.427703,0.008587
0.00,0.80,0.00,0.20,0.00,0.000000,0.000000
0.00,0.80,0.00,0.10,0.10,0.000000,0.000000
0.00,0.80,0.00,0.00,0.20,0.183784,0.056030
0.00,0.70,0.30,0.00,0.00,0.856081,0.022778
0.00,0.70,0.20,0.10,0.00,0.542568,0.019600
0.00,0.70,0.20,0.00,0.10,0.547973,0.024904
0.00,0.70,0.10,0.20,0.00,0.317568,0.015665
0.00,0.70,0.10,0.10,0.10,0.391892,0.032139
0.00,0.70,0.10,0.00,0.20,0.370270,0.024863
0.00,0.70,0.00,0.30,0.00,0.000000,0.000000
0.00,0.70,0.00,0.20,0.10,0.000000,0.000000
0.00,0.70,0.00,0.10,0.20,0.035135,0.035135
0.00,0.70,0.00,0.00,0.30,0.281757,0.030566
0.00,0.60,0.40,0.00,0.00,0.964189,0.011925
0.00,0.60,0.30,0.10,0.00,0.710811,0.025295
0.00,0.60,0.30,0.00,0.10,0.602703,0.018858
0.00,0.60,0.20,0.20,0.00,0.560135,0.021297
0.00,0.60,0.20,0.10,0.10,0.484459,0.021168
0.00,0.60,0.20,0.00,0.20,0.450676,0.012713
0.00,0.60,0.10,0.30,0.00,0.402703,0.029537
0.00,0.60,0.10,0.20,0.10,0.359459,0.024022
0.00,0.60,0.10,0.10,0.20,0.372297,0.017240
0.00,0.60,0.10,0.00,0.30,0.352027,0.021109
0.00,0.60,0.00,0.40,0.00,0.000000,0.000000
0.00,0.60,0.00,0.30,0.10,0.000000,0.000000
0.00,0.60,0.00,0.20,0.20,0.000000,0.000000
0.00,0.60,0.00,0.10,0.30,0.112838,0.051420
0.00,0.60,0.00,0.00,0.40,0.252027,0.012302
0.00,0.50,0.50,0.00,0.00,0.995946,0.001655
0.00,0.50,0.40,0.10,0.00,0.812838,0.019277
0.00,0.50,0.40,0.00,0.10,0.664865,0.009153
0.00,0.50,0.30,0.20,0.00,0.687838,0.017047
0.00,0.50,0.30,0.10,0.10,0.547297,0.022738
0.00,0.50,0.30,0.00,0.20,0.475676,0.011576
0.00,0.50,0.20,0.30,0.00,0.520270,0.023382
0.00,0.50,0.20,0.20,0.10,0.464865,0.014277
0.00,0.50,0.20,0.10,0.20,0.394595,0.012793
0.00,0.50,0.20,0.00,0.30,0.343243,0.015281
0.00,0.50,0.10,0.40,0.00,0.335811,0.024469
0.00,0.50,0.10,0.30,0.10,0.328378,0.022973
0.00,0.50,0.10,0.20,0.20,0.341216,0.016412
0.00,0.50,0.10,0.10,0.30,0.302703,0.011732
0.00,0.50,0.10,0.00,0.40,0.260135,0.013471
0.00,0.50,0.00,0.50,0.00,0.000000,0.000000
0.00,0.50,0.00,0.40,0.10,0.000000,0.000000
0.00,0.50,0.00,0.30,0.20,0.000000,0.000000
0.00,0.50,0.00,0.20,0.30,0.108108,0.030982
0.00,0.50,0.00,0.10,0.40,0.164189,0.017312
0.00,0.50,0.00,0.00,0.50,0.201351,0.012115
0.00,0.40,0.60,0.00,0.00,0.998649,0.001351
0.00,0.40,0.50,0.10,0.00,0.862162,0.020864
0.00,0.40,0.50,0.00,0.10,0.677027,0.026764
0.00,0.40,0.40,0.20,0.00,0.730405,0.027350
0.00,0.40,0.40,0.10,0.10,0.613514,0.036049
0.00,0.40,0.40,0.00,0.20,0.485811,0.020366
0.00,0.40,0.30,0.30,0.00,0.611486,0.023357
0.00,0.40,0.30,0.20,0.10,0.487838,0.018828
0.00,0.40,0.30,0.10,0.20,0.393243,0.020203
0.00,0.40,0.30,0.00,0.30,0.377703,0.017073
0.00,0.40,0.20,0.40,0.00,0.500676,0.015752
0.00,0.40,0.20,0.30,0.10,0.429730,0.021905
0.00,0.40,0.20,0.20,0.20,0.364189,0.016356
0.00,0.40,0.20,0.10,0.30,0.318919,0.009411
0.00,0.40,0.20,0.00,0.40,0.268919,0.011536
0.00,0.40,0.10,0.50,0.00,0.325676,0.026807
0.00,0.40,0.10,0.40,0.10,0.313514,0.018393
0.00,0.40,0.10,0.30,0.20,0.275000,0.016606
0.00,0.40,0.10,0.20,0.30,0.264865,0.013706
0.00,0.40,0.10,0.10,0.40,0.258108,0.017671
0.00,0.40,0.10,0.00,0.50,0.186486,0.008964
0.00,0.40,0.00,0.60,0.00,0.000000,0.000000
0.00,0.40,0.00,0.50,0.10,0.000000,0.000000
0.00,0.40,0.00,0.40,0.20,0.000000,0.000000
0.00,0.40,0.00,0.30,0.30,0.000000,0.000000
0.00,0.40,0.00,0.20,0.40,0.069595,0.029714
0.00,0.40,0.00,0.10,0.50,0.130405,0.004849
0.00,0.40,0.00,0.00,0.60,0.141216,0.002703
0.00,0.30,0.70,0.00,0.00,1.000000,0.000000
0.00,0.30,0.60,0.10,0.00,0.891892,0.012181
0.00,0.30,0.60,0.00,0.10,0.683784,0.014277
0.00,0.30,0.50,0.20,0.00,0.770946,0.017207
0.00,0.30,0.50,0.10,0.10,0.603378,0.015430
0.00,0.30,0.50,0.00,0.20,0.500000,0.010191
0.00,0.30,0.40,0.30,0.00,0.675676,0.010683
0.00,0.30,0.40,0.20,0.10,0.533108,0.022369
0.00,0.30,0.40,0.10,0.20,0.477027,0.018268
0.00,0.30,0.40,0.00,0.30,0.377027,0.012758
0.00,0.30,0.30,0.40,0.00,0.516892,0.022102
0.00,0.30,0.30,0.30,0.10,0.468919,0.028853
0.00,0.30,0.30,0.20,0.20,0.360811,0.015086
0.00,0.30,0.30,0.10,0.30,0.315541,0.015430
0.00,0.30,0.30,0.00,0.40,0.289865,0.011072
0.00,0.30,0.20,0.50,0.00,0.436486,0.010325
0.00,0.30,0.20,0.40,0.10,0.344595,0.017619
0.00,0.30,0.20,0.30,0.20,0.309459,0.009040
0.00,0.30,0.20,0.20,0.30,0.264865,0.019188
0.00,0.30,0.20,0.10,0.40,0.262838,0.018080
0.00,0.30,0.20,0.00,0.50,0.210811,0.003792
0.00,0.30,0.10,0.60,0.00,0.270270,0.022913
0.00,0.30,0.10,0.50,0.10,0.254730,0.009040
0.00,0.30,0.10,0.40,0.20,0.265541,0.012577
0.00,0.30,0.10,0.30,0.30,0.185135,0.016391
0.00,0.30,0.10,0.20,0.40,0.183784,0.008719
0.00,0.30,0.10,0.10,0.50,0.196622,0.011174
0.00,0.30,0.10,0.00,0.60,0.144595,0.008836
0.00,0.30,0.00,0.70,0.00,0.000000,0.000000
0.00,0.30,0.00,0.60,0.10,0.000000,0.000000
0.00,0.30,0.00,0.50,0.20,0.000000,0.000000
0.00,0.30,0.00,0.40,0.30,0.000000,0.000000
0.00,0.30,0.00,0.30,0.40,0.000000,0.000000
0.00,0.30,0.00,0.20,0.50,0.048649,0.019975
0.00,0.30,0.00,0.10,0.60,0.082432,0.009651
0.00,0.30,0.00,0.00,0.70,0.087838,0.009965
0.00,0.20,0.80,0.00,0.00,1.000000,0.000000
0.00,0.20,0.70,0.10,0.00,0.901351,0.008371
0.00,0.20,0.70,0.00,0.10,0.686486,0.014229
0.00,0.20,0.60,0.20,0.00,0.777703,0.019797
0.00,0.20,0.60,0.10,0.10,0.616216,0.033962
0.00,0.20,0.60,0.00,0.20,0.519595,0.011723
0.00,0.20,0.50,0.30,0.00,0.680405,0.010874
0.00,0.20,0.50,0.20,0.10,0.529054,0.022425
0.00,0.20,0.50,0.10,0.20,0.433784,0.010978
0.00,0.20,0.50,0.00,0.30,0.386486,0.007054
0.00,0.20,0.40,0.40,0.00,0.567568,0.011800
0.00,0.20,0.40,0.30,0.10,0.477027,0.020027
0.00,0.20,0.40,0.20,0.20,0.406081,0.018362
0.00,0.20,0.40,0.10,0.30,0.343919,0.007807
0.00,0.20,0.40,0.00,0.40,0.297973,0.023269
0.00,0.20,0.30,0.50,0.00,0.481081,0.019918
0.00,0.20,0.30,0.40,0.10,0.378378,0.024780
0.00,0.20,0.30,0.30,0.20,0.346622,0.020203
0.00,0.20,0.30,0.20,0.30,0.295946,0.006100
0.00,0.20,0.30,0.10,0.40,0.260811,0.009639
0.00,0.20,0.30,0.00,0.50,0.229054,0.012153
0.00,0.20,0.20,0.60,0.00,0.325000,0.009988
0.00,0.20,0.20,0.50,0.10,0.303378,0.017985
0.00,0.20,0.20,0.40,0.20,0.269595,0.016321
0.00,0.20,0.20,0.30,0.30,0.275676,0.011585
0.00,0.20,0.20,0.20,0.40,0.202703,0.017127
0.00,0.20,0.20,0.10,0.50,0.188514,0.006081
0.00,0.20,0.20,0.00,0.60,0.158108,0.009399
0.00,0.20,0.10,0.70,0.00,0.253378,0.019111
0.00,0.20,0.10,0.60,0.10,0.204054,0.006100
0.00,0.20,0.10,0.50,0.20,0.181757,0.010101
0.00,0.20,0.10,0.40,0.30,0.175676,0.011457
0.00,0.20,0.10,0.30,0.40,0.147297,0.008248
0.00,0.20,0.10,0.20,0.50,0.135135,0.006320
0.00,0.20,0.10,0.10,0.60,0.108108,0.004657
0.00,0.20,0.10,0.00,0.70,0.098649,0.004326
0.00,0.20,0.00,0.80,0.00,0.000000,0.000000
0.00,0.20,0.00,0.70,0.10,0.000000,0.000000
0.00,0.20,0.00,0.60,0.20,0.000000,0.000000
0.00,0.20,0.00,0.50,0.30,0.000000,0.000000
0.00,0.20,0.00,0.40,0.40,0.000000,0.000000
0.00,0.20,0.00,0.30,0.50,0.000000,0.000000
0.00,0.20,0.00,0.20,0.60,0.000000,0.000000
0.00,0.20,0.00,0.10,0.70,0.031757,0.009472
0.00,0.20,0.00,0.00,0.80,0.034459,0.003762
0.00,0.10,0.90,0.00,0.00,1.000000,0.000000
0.00,0.10,0.80,0.10,0.00,0.902027,0.008344
0.00,0.10,0.80,0.00,0.10,0.687162,0.013706
0.00,0.10,0.70,0.20,0.00,0.797973,0.017273
0.00,0.10,0.70,0.10,0.10,0.640541,0.017671
0.00,0.10,0.70,0.00,0.20,0.472297,0.020644
0.00,0.10,0.60,0.30,0.00,0.691892,0.012431
0.00,0.10,0.60,0.20,0.10,0.512838,0.025760
0.00,0.10,0.60,0.10,0.20,0.408784,0.011154
0.00,0.10,0.60,0.00,0.30,0.387838,0.030206
0.00,0.10,0.50,0.40,0.00,0.566216,0.019307
0.00,0.10,0.50,0.30,0.10,0.456081,0.035190
0.00,0.10,0.50,0.20,0.20,0.385135,0.010079
0.00,0.10,0.50,0.10,0.30,0.339865,0.026657
0.00,0.10,0.50,0.00,0.40,0.311486,0.019301
0.00,0.10,0.40,0.50,0.00,0.484459,0.024469
0.00,0.10,0.40,0.40,0.10,0.409459,0.013275
0.00,0.10,0.40,0.30,0.20,0.332432,0.009651
0.00,0.10,0.40,0.20,0.30,0.279730,0.014896
0.00,0.10,0.40,0.10,0.40,0.265541,0.005910
0.00,0.10,0.40,0.00,0.50,0.245946,0.014229
0.00,0.10,0.30,0.60,0.00,0.335811,0.029657
0.00,0.10,0.30,0.50,0.10,0.323649,0.025448
0.00,0.10,0.30,0.40,0.20,0.293243,0.011427
0.00,0.10,0.30,0.30,0.30,0.282432,0.004965
0.00,0.10,0.30,0.20,0.40,0.220946,0.013539
0.00,0.10,0.30,0.10,0.50,0.189189,0.010468
0.00,0.10,0.30,0.00,0.60,0.180405,0.009040
0.00,0.10,0.20,0.70,0.00,0.281081,0.010158
0.00,0.10,0.20,0.60,0.10,0.254054,0.009277
0.00,0.10,0.20,0.50,0.20,0.211486,0.010715
0.00,0.10,0.20,0.40,0.30,0.202027,0.015161
0.00,0.10,0.20,0.30,0.40,0.165541,0.009375
0.00,0.10,0.20,0.20,0.50,0.141216,0.003911
0.00,0.10,0.20,0.10,0.60,0.137838,0.004706
0.00,0.10,0.20,0.00,0.70,0.136486,0.007524
0.00,0.10,0.10,0.80,0.00,0.166216,0.016356
0.00,0.10,0.10,0.70,0.10,0.168243,0.011526
0.00,0.10,0.10,0.60,0.20,0.164189,0.017991
0.00,0.10,0.10,0.50,0.30,0.143919,0.009532
0.00,0.10,0.10,0.40,0.40,0.129054,0.008705
0.00,0.10,0.10,0.30,0.50,0.114189,0.009988
0.00,0.10,0.10,0.20,0.60,0.108784,0.005693
0.00,0.10,0.10,0.10,0.70,0.088514,0.005489
0.00,0.10,0.10,0.00,0.80,0.103378,0.011336
0.00,0.10,0.00,0.90,0.00,0.000000,0.000000
0.00,0.10,0.00,0.80,0.10,0.000000,0.000000
0.00,0.10,0.00,0.70,0.20,0.000000,0.000000
0.00,0.10,0.00,0.60,0.30,0.000000,0.000000
