# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru
0.2113,0.1690,0.0141,0.1197,0.2183,0.1901,0.0775,0.0000
0.2057,0.1773,0.0071,0.1206,0.2198,0.1915,0.0780,0.0000
0.2028,0.1818,0.0070,0.1259,0.2168,0.1888,0.0769,0.0000
0.2014,0.1805,0.0139,0.1250,0.2153,0.1875,0.0764,0.0000
0.2083,0.1806,0.0069,0.1250,0.2153,0.1875,0.0764,0.0000
0.2098,0.1748,0.0070,0.1259,0.2168,0.1888,0.0769,0.0000
0.2041,0.1769,0.0068,0.1224,0.2177,0.1905,0.0748,0.0068
0.2042,0.1761,0.0070,0.1197,0.2254,0.1901,0.0775,0.0000
0.2057,0.1702,0.0071,0.1206,0.2269,0.1915,0.0780,0.0000
0.2098,0.1748,0.0070,0.1189,0.2238,0.1888,0.0769,0.0000
0.2027,0.1959,0.0067,0.1149,0.2095,0.1892,0.0743,0.0068
0.2055,0.1986,0.0069,0.1096,0.2123,0.1918,0.0753,0.0000
0.2041,0.1973,0.0068,0.1088,0.2109,0.1973,0.0748,0.0000
0.2041,0.1973,0.0068,0.1088,0.2041,0.2041,0.0748,0.0000
0.2055,0.1986,0.0069,0.1096,0.2055,0.1986,0.0753,0.0000
0.2055,0.1986,0.0069,0.1164,0.2055,0.1986,0.0685,0.0000
0.2069,0.2069,0.0069,0.1034,0.2069,0.2000,0.0690,0.0000
0.2083,0.2014,0.0070,0.1042,0.2083,0.2014,0.0694,0.0000
0.2083,0.2014,0.0070,0.1042,0.2083,0.2014,0.0694,0.0000
0.2083,0.2014,0.0070,0.1042,0.2083,0.2014,0.0694,0.0000
0.2028,0.2028,0.0070,0.1049,0.2098,0.2028,0.0699,0.0000
0.2069,0.2000,0.0069,0.1034,0.2069,0.2000,0.0690,0.0069
0.2098,0.1958,0.0070,0.1049,0.2098,0.2028,0.0699,0.0000
0.2113,0.1972,0.0070,0.1056,0.2113,0.1972,0.0704,0.0000
0.2083,0.2014,0.0069,0.1042,0.2083,0.1945,0.0764,0.0000
0.2083,0.2083,0.0070,0.1042,0.2083,0.1945,0.0694,0.0000
0.2083,0.2083,0.0070,0.1042,0.2083,0.1945,0.0694,0.0000
0.2083,0.2083,0.0070,0.1111,0.2083,0.1945,0.0625,0.0000
0.2123,0.2055,0.0068,0.1096,0.2055,0.1918,0.0685,0.0000
0.2069,0.2069,0.0069,0.1172,0.2069,0.1931,0.0621,0.0000
0.2083,0.2083,0.0070,0.1181,0.2083,0.1875,0.0625,0.0000
0.2028,0.2098,0.0070,0.1189,0.2098,0.1888,0.0629,0.0000
0.2028,0.2098,0.0070,0.1189,0.2098,0.1888,0.0629,0.0000
0.2028,0.2098,0.0140,0.1189,0.2028,0.1888,0.0629,0.0000
0.1986,0.2127,0.0071,0.1206,0.2057,0.1915,0.0638,0.0000
0.1986,0.2128,0.0071,0.1276,0.2057,0.1915,0.0567,0.0000
0.2015,0.2239,0.0000,0.1194,0.2089,0.1866,0.0597,0.0000
0.2089,0.2239,0.0000,0.1194,0.2015,0.1866,0.0597,0.0000
0.2074,0.2296,0.0000,0.1185,0.2000,0.1852,0.0593,0.0000
0.2074,0.2222,0.0000,0.1185,0.2000,0.1926,0.0593,0.0000
0.2059,0.2206,0.0000,0.1250,0.1985,0.1912,0.0588,0.0000
0.2059,0.2132,0.0000,0.1324,0.1985,0.1912,0.0588,0.0000
0.2116,0.2044,0.0000,0.1314,0.1971,0.1898,0.0584,0.0073
0.2164,0.2015,0.0000,0.1343,0.2015,0.1866,0.0597,0.0000
0.2105,0.2030,0.0000,0.1353,0.1955,0.1955,0.0602,0.0000
0.2137,0.1985,0.0000,0.1374,0.1985,0.1908,0.0611,0.0000
0.2138,0.2061,0.0000,0.1374,0.1985,0.1908,0.0534,0.0000
0.2061,0.2061,0.0000,0.1374,0.1985,0.1909,0.0534,0.0076
0.2077,0.2000,0.0000,0.1462,0.2000,0.1923,0.0538,0.0000
0.2015,0.2015,0.0000,0.1473,0.2016,0.1938,0.0543,0.0000
0.2015,0.2016,0.0000,0.1395,0.2093,0.2016,0.0465,0.0000
0.2031,0.2031,0.0000,0.1406,0.2110,0.2031,0.0391,0.0000
0.2064,0.2063,0.0000,0.1429,0.2063,0.1984,0.0397,0.0000
0.2126,0.2047,0.0000,0.1417,0.2047,0.1969,0.0394,0.0000
0.2143,0.2063,0.0000,0.1429,0.1984,0.1984,0.0397,0.0000
0.2143,0.2063,0.0000,0.1429,0.1984,0.1984,0.0397,0.0000
0.2000,0.2080,0.0000,0.1520,0.2000,0.2000,0.0400,0.0000
0.1984,0.2064,0.0000,0.1587,0.1984,0.1984,0.0397,0.0000
0.2000,0.2000,0.0000,0.1600,0.2000,0.2000,0.0400,0.0000
0.1968,0.2047,0.0000,0.1575,0.2047,0.1969,0.0394,0.0000
0.1953,0.2031,0.0000,0.1485,0.2031,0.2031,0.0391,0.0078
0.1969,0.2047,0.0000,0.1496,0.2047,0.2047,0.0394,0.0000
0.1968,0.1969,0.0000,0.1496,0.2047,0.2126,0.0394,0.0000
0.1984,0.1984,0.0000,0.1429,0.2063,0.2143,0.0397,0.0000
0.1984,0.2063,0.0000,0.1429,0.1984,0.2143,0.0397,0.0000
0.2016,0.2016,0.0000,0.1452,0.2016,0.2097,0.0403,0.0000
0.2064,0.2063,0.0000,0.1429,0.1984,0.2063,0.0397,0.0000
0.2047,0.2047,0.0000,0.1417,0.1969,0.2047,0.0394,0.0079
0.2080,0.2080,0.0000,0.1440,0.2000,0.2000,0.0400,0.0000
0.2063,0.2143,0.0000,0.1429,0.1984,0.1984,0.0397,0.0000
0.2063,0.2143,0.0079,0.1429,0.1984,0.1905,0.0397,0.0000
0.2063,0.2143,0.0000,0.1508,0.1984,0.1905,0.0397,0.0000
0.2064,0.2063,0.0000,0.1587,0.1984,0.1905,0.0397,0.0000
0.2097,0.2097,0.0000,0.1532,0.2016,0.1855,0.0403,0.0000
0.2097,0.2097,0.0000,0.1532,0.2016,0.1774,0.0484,0.0000
0.2097,0.2016,0.0000,0.1532,0.2016,0.1774,0.0484,0.0081
0.2114,0.2032,0.0000,0.1545,0.2032,0.1789,0.0488,0.0000
0.2131,0.2049,0.0000,0.1558,0.2049,0.1803,0.0410,0.0000
0.2131,0.2049,0.0000,0.1476,0.2049,0.1885,0.0410,0.0000
0.2114,0.2033,0.0081,0.1463,0.1951,0.1951,0.0407,0.0000
0.2114,0.2033,0.0000,0.1463,0.1951,0.2033,0.0406,0.0000
0.2033,0.2033,0.0081,0.1463,0.2033,0.1951,0.0406,0.0000
0.2049,0.2049,0.0000,0.1476,0.2049,0.1967,0.0410,0.0000
0.2049,0.2049,0.0000,0.1476,0.2049,0.1967,0.0410,0.0000
0.2049,0.2049,0.0000,0.1476,0.1967,0.1967,0.0410,0.0082
0.2083,0.2083,0.0000,0.1500,0.1917,0.2000,0.0417,0.0000
0.2119,0.2119,0.0000,0.1525,0.1949,0.1864,0.0424,0.0000
0.2137,0.2051,0.0000,0.1539,0.1966,0.1880,0.0427,0.0000
0.2174,0.2087,0.0000,0.1478,0.2000,0.1913,0.0348,0.0000
0.2174,0.2087,0.0000,0.1478,0.2000,0.1913,0.0348,0.0000
0.2155,0.2069,0.0000,0.1552,0.1896,0.1897,0.0345,0.0086
0.2174,0.2087,0.0000,0.1565,0.1913,0.1913,0.0348,0.0000
0.2155,0.2069,0.0000,0.1552,0.1896,0.1897,0.0431,0.0000
0.2137,0.2137,0.0000,0.1539,0.1880,0.1880,0.0427,0.0000
0.2137,0.2051,0.0000,0.1539,0.1880,0.1880,0.0427,0.0086
0.2174,0.2000,0.0000,0.1565,0.1913,0.1913,0.0435,0.0000
0.2193,0.2017,0.0000,0.1579,0.1930,0.1930,0.0351,0.0000
0.2174,0.2000,0.0000,0.1565,0.1913,0.1913,0.0348,0.0087
0.2174,0.2000,0.0000,0.1565,0.1913,0.2000,0.0348,0.0000
0.2328,0.1983,0.0000,0.1552,0.1896,0.1896,0.0345,0.0000
0.2281,0.2017,0.0000,0.1491,0.1930,0.1930,0.0351,0.0000
0.2281,0.2017,0.0000,0.1491,0.1930,0.1930,0.0351,0.0000
0.2212,0.2035,0.0000,0.1505,0.1947,0.1947,0.0354,0.0000
0.2252,0.2072,0.0000,0.1532,0.1892,0.1892,0.0360,0.0000
0.2252,0.2072,0.0000,0.1532,0.1802,0.1982,0.0360,0.0000
0.2273,0.2091,0.0000,0.1545,0.1818,0.1909,0.0364,0.0000
0.2293,0.2018,0.0000,0.1560,0.1835,0.1927,0.0367,0.0000
0.2273,0.2000,0.0000,0.1636,0.1818,0.1909,0.0364,0.0000
0.2315,0.2037,0.0000,0.1574,0.1759,0.1945,0.0370,0.0000
0.2293,0.2018,0.0000,0.1560,0.1835,0.1927,0.0367,0.0000
0.2273,0.2000,0.0000,0.1545,0.1818,0.1909,0.0455,0.0000
0.2273,0.2000,0.0000,0.1545,0.1909,0.1909,0.0364,0.0000
0.2342,0.1982,0.0000,0.1532,0.1892,0.1892,0.0360,0.0000
0.2322,0.1964,0.0089,0.1518,0.1875,0.1875,0.0357,0.0000
0.2342,0.1892,0.0000,0.1532,0.1982,0.1892,0.0360,0.0000
0.2432,0.1892,0.0000,0.1532,0.1982,0.1802,0.0360,0.0000
0.2432,0.1982,0.0000,0.1532,0.1892,0.1802,0.0360,0.0000
0.2389,0.2035,0.0089,0.1505,0.1858,0.1770,0.0354,0.0000
0.2432,0.1982,0.0000,0.1532,0.1892,0.1802,0.0360,0.0000
0.2342,0.1982,0.0000,0.1532,0.1892,0.1802,0.0450,0.0000
0.2432,0.1982,0.0000,0.1532,0.1892,0.1802,0.0360,0.0000
0.2432,0.1892,0.0000,0.1532,0.1892,0.1802,0.0450,0.0000
0.2432,0.1982,0.0000,0.1441,0.1892,0.1802,0.0451,0.0000
0.2411,0.1964,0.0089,0.1429,0.1875,0.1786,0.0446,0.0000
0.2454,0.1909,0.0000,0.1455,0.1909,0.1818,0.0455,0.0000
0.2477,0.1926,0.0000,0.1468,0.1927,0.1743,0.0459,0.0000
0.2477,0.1926,0.0000,0.1376,0.1927,0.1835,0.0459,0.0000
0.2477,0.1926,0.0000,0.1376,0.1927,0.1835,0.0459,0.0000
0.2477,0.1927,0.0000,0.1376,0.2018,0.1743,0.0459,0.0000
0.2500,0.1945,0.0000,0.1296,0.2037,0.1759,0.0463,0.0000
0.2547,0.1887,0.0000,0.1321,0.1981,0.1698,0.0472,0.0094
0.2572,0.1905,0.0000,0.1333,0.2000,0.1714,0.0476,0.0000
0.2523,0.1869,0.0000,0.1308,0.1963,0.1776,0.0561,0.0000
0.2547,0.1887,0.0000,0.1321,0.1981,0.1698,0.0566,0.0000
0.2523,0.1963,0.0000,0.1308,0.1963,0.1682,0.0561,0.0000
0.2547,0.1793,0.0000,0.1321,0.1981,0.1698,0.0566,0.0094
0.2667,0.1810,0.0000,0.1333,0.1905,0.1714,0.0571,0.0000
0.2692,0.1827,0.0000,0.1250,0.1923,0.1731,0.0577,0.0000
0.2692,0.1923,0.0000,0.1250,0.1923,0.1731,0.0481,0.0000
0.2667,0.1905,0.0000,0.1333,0.1905,0.1714,0.0476,0.0000
0.2667,0.1810,0.0000,0.1333,0.1905,0.1714,0.0476,0.0095
0.2667,0.1809,0.0000,0.1429,0.1905,0.1714,0.0476,0.0000
0.2667,0.1809,0.0000,0.1429,0.1905,0.1714,0.0476,0.0000
0.2685,0.1759,0.0000,0.1482,0.1944,0.1667,0.0463,0.0000
0.2636,0.1727,0.0091,0.1455,0.2000,0.1636,0.0455,0.0000
0.2593,0.1759,0.0000,0.1481,0.2037,0.1667,0.0463,0.0000
0.2569,0.1743,0.0000,0.1468,0.2110,0.1651,0.0459,0.0000
0.2569,0.1743,0.0000,0.1468,0.2110,0.1651,0.0459,0.0000
0.2617,0.1682,0.0000,0.1495,0.2150,0.1589,0.0467,0.0000
0.2617,0.1682,0.0000,0.1495,0.2150,0.1589,0.0467,0.0000
0.2617,0.1682,0.0000,0.1495,0.2150,0.1589,0.0467,0.0000
0.2547,0.1698,0.0000,0.1509,0.2170,0.1604,0.0472,0.0000
0.2476,0.1714,0.0000,0.1524,0.2191,0.1619,0.0476,0.0000
0.2476,0.1714,0.0000,0.1524,0.2191,0.1619,0.0476,0.0000
