# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru
0.2193,0.1754,0.0176,0.1140,0.2105,0.1930,0.0702,0.0000
0.2193,0.1754,0.0176,0.1140,0.2105,0.1930,0.0702,0.0000
0.2212,0.1770,0.0177,0.1151,0.2035,0.1947,0.0708,0.0000
0.2193,0.1754,0.0175,0.1140,0.2018,0.2018,0.0702,0.0000
0.2193,0.1754,0.0263,0.1140,0.1930,0.2018,0.0702,0.0000
0.2232,0.1696,0.0179,0.1161,0.1964,0.2054,0.0714,0.0000
0.2301,0.1681,0.0177,0.1151,0.1858,0.2124,0.0708,0.0000
0.2212,0.1682,0.0177,0.1062,0.1858,0.2212,0.0797,0.0000
0.2232,0.1696,0.0179,0.1071,0.1786,0.2232,0.0804,0.0000
0.2212,0.1681,0.0266,0.1062,0.1770,0.2212,0.0797,0.0000
0.2212,0.1682,0.0177,0.1062,0.1770,0.2212,0.0885,0.0000
0.2232,0.1696,0.0179,0.1071,0.1786,0.2232,0.0804,0.0000
0.2273,0.1727,0.0091,0.1091,0.1818,0.2182,0.0818,0.0000
0.2389,0.1681,0.0089,0.1062,0.1770,0.2301,0.0708,0.0000
0.2368,0.1667,0.0088,0.1052,0.1754,0.2281,0.0702,0.0088
0.2368,0.1667,0.0088,0.1052,0.1754,0.2281,0.0702,0.0088
0.2414,0.1724,0.0086,0.1035,0.1810,0.2241,0.0690,0.0000
0.2393,0.1795,0.0085,0.1026,0.1795,0.2222,0.0684,0.0000
0.2393,0.1795,0.0085,0.1026,0.1795,0.2222,0.0684,0.0000
0.2393,0.1795,0.0086,0.1026,0.1709,0.2222,0.0684,0.0085
0.2458,0.1780,0.0169,0.1017,0.1695,0.2203,0.0678,0.0000
0.2393,0.1795,0.0171,0.1026,0.1709,0.2222,0.0684,0.0000
0.2353,0.1849,0.0252,0.1008,0.1681,0.2185,0.0672,0.0000
0.2435,0.1826,0.0087,0.1043,0.1739,0.2261,0.0609,0.0000
0.2456,0.1754,0.0088,0.1053,0.1754,0.2281,0.0614,0.0000
0.2369,0.1754,0.0088,0.1140,0.1754,0.2281,0.0614,0.0000
0.2414,0.1724,0.0086,0.1207,0.1724,0.2241,0.0604,0.0000
0.2348,0.1739,0.0087,0.1217,0.1739,0.2261,0.0609,0.0000
0.2389,0.1681,0.0000,0.1239,0.1770,0.2301,0.0620,0.0000
0.2301,0.1770,0.0000,0.1239,0.1770,0.2301,0.0619,0.0000
0.2301,0.1770,0.0089,0.1239,0.1770,0.2212,0.0619,0.0000
0.2322,0.1696,0.0000,0.1339,0.1786,0.2232,0.0625,0.0000
0.2342,0.1712,0.0000,0.1351,0.1802,0.2252,0.0541,0.0000
0.2364,0.1727,0.0000,0.1364,0.1727,0.2273,0.0545,0.0000
0.2364,0.1727,0.0000,0.1364,0.1727,0.2273,0.0545,0.0000
0.2364,0.1727,0.0000,0.1454,0.1727,0.2273,0.0455,0.0000
0.2364,0.1727,0.0091,0.1454,0.1636,0.2273,0.0455,0.0000
0.2385,0.1743,0.0000,0.1468,0.1651,0.2294,0.0459,0.0000
0.2407,0.1759,0.0000,0.1482,0.1667,0.2222,0.0463,0.0000
0.2407,0.1759,0.0000,0.1482,0.1667,0.2222,0.0463,0.0000
0.2359,0.1792,0.0000,0.1509,0.1604,0.2264,0.0472,0.0000
0.2404,0.1827,0.0000,0.1442,0.1635,0.2211,0.0481,0.0000
0.2381,0.1810,0.0095,0.1429,0.1619,0.2190,0.0476,0.0000
0.2453,0.1792,0.0000,0.1415,0.1604,0.2264,0.0472,0.0000
0.2286,0.1809,0.0000,0.1429,0.1619,0.2286,0.0476,0.0095
0.2264,0.1793,0.0094,0.1415,0.1604,0.2264,0.0472,0.0094
0.2336,0.1776,0.0094,0.1402,0.1589,0.2336,0.0467,0.0000
0.2359,0.1792,0.0000,0.1415,0.1604,0.2358,0.0472,0.0000
0.2211,0.1827,0.0000,0.1442,0.1635,0.2404,0.0481,0.0000
0.2115,0.1923,0.0000,0.1442,0.1635,0.2404,0.0481,0.0000
0.2170,0.1887,0.0094,0.1415,0.1604,0.2358,0.0472,0.0000
0.2170,0.1887,0.0000,0.1415,0.1604,0.2453,0.0471,0.0000
0.2190,0.1905,0.0000,0.1429,0.1619,0.2381,0.0476,0.0000
0.2264,0.1981,0.0000,0.1415,0.1604,0.2359,0.0377,0.0000
0.2243,0.1963,0.0000,0.1402,0.1589,0.2336,0.0374,0.0093
0.2286,0.2000,0.0000,0.1428,0.1524,0.2381,0.0381,0.0000
0.2286,0.2000,0.0000,0.1428,0.1524,0.2381,0.0381,0.0000
0.2264,0.1981,0.0000,0.1415,0.1509,0.2359,0.0472,0.0000
0.2212,0.2019,0.0000,0.1442,0.1538,0.2404,0.0385,0.0000
0.2190,0.2000,0.0095,0.1429,0.1524,0.2381,0.0381,0.0000
0.2150,0.1963,0.0000,0.1402,0.1589,0.2336,0.0467,0.0093
0.2190,0.2000,0.0000,0.1429,0.1619,0.2381,0.0381,0.0000
0.2190,0.2000,0.0000,0.1429,0.1619,0.2381,0.0381,0.0000
0.2095,0.2000,0.0095,0.1429,0.1619,0.2381,0.0381,0.0000
0.2136,0.2039,0.0000,0.1456,0.1651,0.2330,0.0388,0.0000
0.2115,0.2115,0.0000,0.1442,0.1635,0.2308,0.0385,0.0000
0.2095,0.2095,0.0000,0.1429,0.1619,0.2286,0.0381,0.0095
0.2115,0.2211,0.0000,0.1346,0.1635,0.2308,0.0385,0.0000
0.2191,0.2095,0.0095,0.1333,0.1619,0.2286,0.0381,0.0000
0.2191,0.2190,0.0000,0.1333,0.1619,0.2286,0.0381,0.0000
0.2191,0.2190,0.0095,0.1238,0.1619,0.2286,0.0381,0.0000
0.2286,0.2190,0.0000,0.1238,0.1619,0.2286,0.0381,0.0000
0.2381,0.2190,0.0000,0.1238,0.1619,0.2286,0.0286,0.0000
0.2285,0.2286,0.0000,0.1238,0.1619,0.2286,0.0286,0.0000
0.2308,0.2308,0.0000,0.1154,0.1634,0.2308,0.0288,0.0000
0.2285,0.2286,0.0000,0.1143,0.1619,0.2381,0.0286,0.0000
0.2264,0.2359,0.0000,0.1132,0.1604,0.2358,0.0283,0.0000
0.2243,0.2430,0.0000,0.1122,0.1589,0.2336,0.0280,0.0000
0.2337,0.2430,0.0000,0.1028,0.1589,0.2336,0.0280,0.0000
0.2430,0.2430,0.0000,0.1028,0.1589,0.2243,0.0280,0.0000
0.2404,0.2404,0.0000,0.0961,0.1635,0.2308,0.0288,0.0000
0.2404,0.2500,0.0000,0.0962,0.1635,0.2211,0.0288,0.0000
0.2427,0.2524,0.0000,0.0971,0.1554,0.2233,0.0291,0.0000
0.2330,0.2621,0.0000,0.0971,0.1554,0.2233,0.0291,0.0000
0.2353,0.2451,0.0000,0.0980,0.1667,0.2255,0.0294,0.0000
0.2277,0.2476,0.0099,0.0990,0.1584,0.2277,0.0297,0.0000
0.2323,0.2526,0.0000,0.1010,0.1515,0.2323,0.0303,0.0000
0.2300,0.2500,0.0000,0.1000,0.1600,0.2300,0.0300,0.0000
0.2277,0.2575,0.0000,0.0990,0.1584,0.2277,0.0297,0.0000
0.2255,0.2549,0.0000,0.0980,0.1667,0.2255,0.0294,0.0000
0.2330,0.2524,0.0000,0.0971,0.1651,0.2233,0.0291,0.0000
0.2308,0.2500,0.0000,0.0962,0.1635,0.2211,0.0288,0.0096
0.2255,0.2549,0.0000,0.0980,0.1667,0.2255,0.0294,0.0000
0.2255,0.2549,0.0000,0.0980,0.1667,0.2255,0.0294,0.0000
0.2211,0.2500,0.0000,0.0962,0.1635,0.2211,0.0385,0.0096
0.2255,0.2549,0.0000,0.0980,0.1569,0.2255,0.0392,0.0000
0.2212,0.2788,0.0000,0.0962,0.1538,0.2212,0.0288,0.0000
0.2170,0.2736,0.0000,0.0943,0.1510,0.2170,0.0377,0.0094
0.2212,0.2692,0.0096,0.0962,0.1538,0.2212,0.0288,0.0000
0.2233,0.2719,0.0000,0.0971,0.1553,0.2233,0.0291,0.0000
0.2308,0.2692,0.0000,0.0962,0.1538,0.2212,0.0288,0.0000
0.2255,0.2745,0.0000,0.0882,0.1569,0.2255,0.0294,0.0000
0.2330,0.2719,0.0000,0.0874,0.1553,0.2233,0.0291,0.0000
0.2255,0.2745,0.0000,0.0882,0.1569,0.2255,0.0294,0.0000
0.2178,0.2773,0.0000,0.0891,0.1584,0.2277,0.0297,0.0000
0.2079,0.2872,0.0000,0.0891,0.1584,0.2277,0.0297,0.0000
0.2059,0.2843,0.0000,0.0980,0.1569,0.2255,0.0294,0.0000
0.2000,0.2952,0.0000,0.0952,0.1524,0.2286,0.0286,0.0000
0.2019,0.2885,0.0000,0.0962,0.1538,0.2308,0.0288,0.0000
0.2000,0.2857,0.0000,0.0952,0.1524,0.2381,0.0286,0.0000
0.1981,0.2830,0.0000,0.0943,0.1510,0.2453,0.0283,0.0000
0.1963,0.2804,0.0093,0.0935,0.1495,0.2336,0.0374,0.0000
0.1981,0.2925,0.0094,0.0943,0.1510,0.2264,0.0283,0.0000
0.1944,0.2870,0.0093,0.1019,0.1574,0.2222,0.0278,0.0000
0.1944,0.2870,0.0093,0.1019,0.1574,0.2222,0.0278,0.0000
0.1981,0.2925,0.0000,0.1038,0.1509,0.2264,0.0283,0.0000
0.1963,0.2897,0.0000,0.1028,0.1495,0.2243,0.0280,0.0094
0.2056,0.2897,0.0000,0.1028,0.1495,0.2243,0.0281,0.0000
0.2056,0.2897,0.0000,0.1028,0.1495,0.2243,0.0281,0.0000
0.2037,0.2870,0.0093,0.0926,0.1481,0.2315,0.0278,0.0000
0.2076,0.2925,0.0000,0.0943,0.1509,0.2264,0.0283,0.0000
0.2037,0.2963,0.0000,0.1019,0.1481,0.2222,0.0278,0.0000
0.2037,0.2870,0.0000,0.1019,0.1481,0.2315,0.0278,0.0000
0.1944,0.2870,0.0000,0.1019,0.1482,0.2315,0.0370,0.0000
0.1963,0.2897,0.0000,0.1028,0.1495,0.2337,0.0280,0.0000
0.2000,0.2857,0.0000,0.0952,0.1524,0.2381,0.0286,0.0000
0.2000,0.2857,0.0000,0.0952,0.1524,0.2381,0.0286,0.0000
0.2056,0.2804,0.0094,0.0935,0.1495,0.2336,0.0280,0.0000
0.2000,0.2857,0.0000,0.0952,0.1524,0.2381,0.0286,0.0000
0.1981,0.2925,0.0000,0.0943,0.1509,0.2359,0.0283,0.0000
0.1963,0.2897,0.0000,0.0935,0.1495,0.2336,0.0374,0.0000
0.1963,0.2897,0.0094,0.0935,0.1495,0.2336,0.0280,0.0000
0.1944,0.2870,0.0000,0.0926,0.1482,0.2407,0.0278,0.0093
0.2018,0.2936,0.0000,0.0918,0.1468,0.2385,0.0275,0.0000
0.1982,0.3063,0.0000,0.0901,0.1442,0.2342,0.0270,0.0000
0.1964,0.3125,0.0000,0.0893,0.1429,0.2321,0.0268,0.0000
0.1964,0.3125,0.0000,0.0893,0.1429,0.2321,0.0268,0.0000
0.1982,0.3153,0.0000,0.0901,0.1442,0.2252,0.0270,0.0000
0.1982,0.3153,0.0000,0.0901,0.1442,0.2252,0.0270,0.0000
0.1982,0.3063,0.0000,0.0991,0.1442,0.2252,0.0270,0.0000
0.1964,0.3036,0.0000,0.0982,0.1429,0.2232,0.0268,0.0089
0.1964,0.3036,0.0000,0.0982,0.1429,0.2232,0.0357,0.0000
0.1982,0.3063,0.0000,0.0991,0.1442,0.2252,0.0270,0.0000
0.1982,0.3063,0.0000,0.0901,0.1532,0.2252,0.0270,0.0000
0.1982,0.3063,0.0000,0.0901,0.1532,0.2252,0.0270,0.0000
0.2000,0.3091,0.0000,0.0909,0.1454,0.2273,0.0273,0.0000
0.1982,0.3063,0.0090,0.0901,0.1442,0.2252,0.0270,0.0000
0.2000,0.3091,0.0000,0.0909,0.1454,0.2273,0.0273,0.0000
0.2000,0.3091,0.0000,0.0818,0.1454,0.2273,0.0273,0.0091
0.2000,0.3091,0.0000,0.0818,0.1454,0.2364,0.0273,0.0000
0.2000,0.3091,0.0000,0.0818,0.1454,0.2364,0.0273,0.0000
0.2000,0.3091,0.0000,0.0909,0.1454,0.2273,0.0273,0.0000
0.1964,0.3036,0.0000,0.0804,0.1518,0.2321,0.0357,0.0000
0.2000,0.3091,0.0000,0.0818,0.1545,0.2273,0.0273,0.0000
0.2018,0.3027,0.0000,0.0826,0.1560,0.2294,0.0275,0.0000
0.2018,0.3119,0.0000,0.0826,0.1468,0.2294,0.0275,0.0000
0.2037,0.3056,0.0000,0.0833,0.1481,0.2315,0.0278,0.0000
0.2037,0.3056,0.0000,0.0833,0.1481,0.2315,0.0278,0.0000
0.2130,0.3055,0.0000,0.0741,0.1481,0.2315,0.0278,0.0000
0.2018,0.3119,0.0000,0.0734,0.1560,0.2294,0.0275,0.0000
0.2110,0.3027,0.0000,0.0734,0.1560,0.2294,0.0275,0.0000
0.2130,0.3055,0.0000,0.0648,0.1574,0.2315,0.0278,0.0000
0.2130,0.3055,0.0000,0.0648,0.1574,0.2315,0.0278,0.0000
0.2018,0.3028,0.0000,0.0642,0.1652,0.2385,0.0275,0.0000
0.2110,0.2936,0.0000,0.0642,0.1652,0.2385,0.0275,0.0000
0.2072,0.2883,0.0000,0.0631,0.1712,0.2342,0.0270,0.0090
0.2091,0.3000,0.0000,0.0636,0.1727,0.2273,0.0273,0.0000
0.2018,0.3028,0.0000,0.0642,0.1743,0.2294,0.0275,0.0000
0.2000,0.3000,0.0091,0.0636,0.1727,0.2273,0.0273,0.0000
0.2000,0.3000,0.0000,0.0636,0.1727,0.2273,0.0364,0.0000
0.1909,0.3091,0.0000,0.0636,0.1727,0.2273,0.0364,0.0000
0.1892,0.3063,0.0090,0.0631,0.1712,0.2252,0.0360,0.0000
0.1982,0.3063,0.0000,0.0721,0.1622,0.2252,0.0360,0.0000
0.1982,0.3063,0.0000,0.0721,0.1622,0.2252,0.0360,0.0000
0.2054,0.3036,0.0000,0.0714,0.1696,0.2143,0.0357,0.0000
0.2035,0.3009,0.0000,0.0708,0.1682,0.2212,0.0354,0.0000
0.2054,0.3036,0.0000,0.0714,0.1696,0.2143,0.0357,0.0000
0.2105,0.2982,0.0000,0.0702,0.1667,0.2193,0.0351,0.0000
0.2105,0.2895,0.0000,0.0789,0.1667,0.2193,0.0351,0.0000
0.2124,0.2920,0.0000,0.0797,0.1681,0.2124,0.0354,0.0000
0.2105,0.2982,0.0000,0.0789,0.1667,0.2018,0.0351,0.0088
0.2091,0.3000,0.0000,0.0818,0.1727,0.2000,0.0364,0.0000
0.2091,0.3000,0.0000,0.0818,0.1727,0.2000,0.0364,0.0000
0.2054,0.3036,0.0000,0.0804,0.1696,0.1964,0.0446,0.0000
0.2091,0.3091,0.0000,0.0727,0.1727,0.2000,0.0364,0.0000
0.2091,0.3091,0.0000,0.0727,0.1727,0.2000,0.0364,0.0000
0.2182,0.3000,0.0000,0.0727,0.1727,0.2000,0.0364,0.0000
0.2232,0.2947,0.0000,0.0714,0.1697,0.1964,0.0446,0.0000
0.2232,0.2947,0.0000,0.0714,0.1697,0.1964,0.0446,0.0000
0.2273,0.2909,0.0000,0.0727,0.1727,0.2000,0.0364,0.0000
0.2252,0.2883,0.0000,0.0721,0.1712,0.2072,0.0360,0.0000
0.2273,0.2909,0.0000,0.0727,0.1727,0.2000,0.0364,0.0000
0.2252,0.2883,0.0090,0.0721,0.1712,0.1982,0.0360,0.0000
0.2273,0.2909,0.0000,0.0727,0.1727,0.2000,0.0364,0.0000
0.2252,0.2883,0.0000,0.0811,0.1712,0.1982,0.0360,0.0000
0.2252,0.2883,0.0000,0.0811,0.1712,0.1982,0.0360,0.0000
0.2301,0.2832,0.0089,0.0796,0.1681,0.1947,0.0354,0.0000
0.2301,0.2832,0.0000,0.0796,0.1681,0.1947,0.0354,0.0089
0.2301,0.2832,0.0000,0.0797,0.1681,0.2035,0.0354,0.0000
0.2281,0.2895,0.0000,0.0789,0.1667,0.2017,0.0351,0.0000
0.2241,0.2845,0.0000,0.0776,0.1724,0.1983,0.0345,0.0086
0.2327,0.2845,0.0000,0.0690,0.1810,0.1983,0.0345,0.0000
0.2241,0.2845,0.0086,0.0690,0.1810,0.1983,0.0345,0.0000
0.2301,0.2920,0.0000,0.0708,0.1681,0.1947,0.0443,0.0000
0.2364,0.2909,0.0000,0.0727,0.1636,0.2000,0.0364,0.0000
0.2315,0.2963,0.0000,0.0741,0.1574,0.2037,0.0370,0.0000
0.2315,0.2963,0.0000,0.0741,0.1574,0.2037,0.0370,0.0000
0.2315,0.2963,0.0093,0.0741,0.1481,0.2037,0.0370,0.0000
0.2359,0.3019,0.0000,0.0755,0.1509,0.1981,0.0377,0.0000
0.2336,0.2991,0.0093,0.0748,0.1495,0.1963,0.0374,0.0000
0.2359,0.3019,0.0000,0.0755,0.1509,0.1981,0.0377,0.0000
0.2359,0.3019,0.0000,0.0755,0.1509,0.1981,0.0377,0.0000
0.2336,0.2991,0.0000,0.0748,0.1495,0.1963,0.0467,0.0000
0.2336,0.3084,0.0000,0.0841,0.1402,0.1963,0.0374,0.0000
0.2385,0.2936,0.0000,0.0918,0.1376,0.2018,0.0367,0.0000
0.2432,0.2883,0.0000,0.0901,0.1351,0.1982,0.0451,0.0000
0.2359,0.2830,0.0000,0.0943,0.1415,0.2076,0.0377,0.0000
0.2407,0.2778,0.0000,0.1019,0.1389,0.2037,0.0370,0.0000
0.2363,0.2727,0.0091,0.1000,0.1364,0.2091,0.0364,0.0000
0.2315,0.2778,0.0000,0.1018,0.1389,0.2130,0.0370,0.0000
0.2294,0.2752,0.0000,0.1009,0.1376,0.2110,0.0367,0.0092
0.2315,0.2778,0.0000,0.1018,0.1389,0.2037,0.0463,0.0000
0.2321,0.2946,0.0000,0.0893,0.1429,0.2054,0.0357,0.0000
0.2368,0.2895,0.0000,0.0965,0.1403,0.2018,0.0351,0.0000
0.2368,0.2895,0.0000,0.0965,0.1316,0.2017,0.0439,0.0000
0.2389,0.2920,0.0000,0.0974,0.1328,0.2035,0.0354,0.0000
0.2322,0.2857,0.0089,0.0982,0.1339,0.2054,0.0357,0.0000
0.2322,0.2857,0.0089,0.0982,0.1339,0.2054,0.0357,0.0000
0.2322,0.2857,0.0089,0.0982,0.1339,0.2054,0.0357,0.0000
0.2252,0.2883,0.0090,0.0991,0.1351,0.2072,0.0361,0.0000
0.2252,0.2883,0.0090,0.0991,0.1351,0.2072,0.0361,0.0000
0.2252,0.2793,0.0180,0.0991,0.1351,0.2072,0.0361,0.0000
0.2252,0.2793,0.0090,0.0991,0.1351,0.2072,0.0451,0.0000
0.2162,0.2793,0.0090,0.1081,0.1351,0.2072,0.0451,0.0000
0.2143,0.2768,0.0089,0.1071,0.1339,0.2054,0.0536,0.0000
0.2162,0.2793,0.0090,0.1081,0.1351,0.2072,0.0451,0.0000
0.2162,0.2793,0.0090,0.1081,0.1441,0.1982,0.0451,0.0000
0.2162,0.2793,0.0090,0.1081,0.1351,0.2072,0.0451,0.0000
0.2162,0.2793,0.0090,0.1081,0.1351,0.2072,0.0451,0.0000
0.2202,0.2752,0.0000,0.1101,0.1376,0.2110,0.0459,0.0000
0.2294,0.2752,0.0000,0.1101,0.1376,0.2018,0.0459,0.0000
