area,Ag,Pt,Ru
2.920000000000000000e+02,3.356153655108359146e+01,1.381424833024347620e+01,5.262421511867293589e+01
2.930000000000000000e+02,3.360642664443798822e+01,1.050481645373892370e+01,5.588875690182310052e+01
2.940000000000000000e+02,3.365131917064073974e+01,7.195205220379900624e+00,5.915347560897935608e+01
2.950000000000000000e+02,3.369621412988965403e+01,3.885414615585457643e+00,6.241837125452489943e+01
2.960000000000000000e+02,3.374111152238250355e+01,5.754446247730850006e-01,6.568344385284441955e+01
2.970000000000000000e+02,3.487530662586919306e+01,4.915252118941565129e+01,1.597217218471515210e+01
2.980000000000000000e+02,3.492021827550919255e+01,4.584508105491623553e+01,1.923470066957455771e+01
2.990000000000000000e+02,3.496513235840497202e+01,4.253746172753807286e+01,2.249740591405696577e+01
3.000000000000000000e+02,3.501004887475425420e+01,3.922966319271806412e+01,2.576028793252767457e+01
3.010000000000000000e+02,3.505496782475483997e+01,3.592168543589161089e+01,2.902334673935353848e+01
3.020000000000000000e+02,3.509988920860452311e+01,3.261352844249248051e+01,3.228658234890300349e+01
3.030000000000000000e+02,3.514481302650109740e+01,2.930519219795289132e+01,3.554999477554601128e+01
3.040000000000000000e+02,3.518973927864242057e+01,2.599667668770347007e+01,3.881358403365412357e+01
3.050000000000000000e+02,3.523466796522633615e+01,2.268798189717326252e+01,4.207735013760041198e+01
3.060000000000000000e+02,3.527959908645073028e+01,1.937910781178975128e+01,4.534129310175952554e+01
3.070000000000000000e+02,3.532453264251350333e+01,1.607005441697882020e+01,4.860541294050766936e+01
3.080000000000000000e+02,3.536946863361258409e+01,1.276082169816478995e+01,5.186970966822261886e+01
3.090000000000000000e+02,3.541440705994591553e+01,9.451409640770389586e+00,5.513418329928369133e+01
3.100000000000000000e+02,3.545934792171146199e+01,6.141818230216772534e+00,5.839883384807176014e+01
3.110000000000000000e+02,3.550429121910720198e+01,2.832047451923513481e+00,6.166366132896927610e+01
3.120000000000000000e+02,3.672761435930175367e+01,4.479148722023253271e+01,1.848089842046571363e+01
3.130000000000000000e+02,3.677257674650730479e+01,4.148388767529608856e+01,2.174353557819661020e+01
3.140000000000000000e+02,3.681754156974791670e+01,3.817610892660784572e+01,2.500634950364423759e+01
3.150000000000000000e+02,3.686250882922157501e+01,3.486815095960369604e+01,2.826934021117472184e+01
3.160000000000000000e+02,3.690747852512628668e+01,3.156001375971793266e+01,3.153250771515578421e+01
3.170000000000000000e+02,3.695245065766006576e+01,2.825169731238327131e+01,3.479585202995665583e+01
3.180000000000000000e+02,3.699742522702095471e+01,2.494320160303087164e+01,3.805937316994817365e+01
3.190000000000000000e+02,3.704240223340703153e+01,2.163452661709028391e+01,4.132307114950270233e+01
3.200000000000000000e+02,3.708738167701636002e+01,1.832567233998949163e+01,4.458694598299413769e+01
3.210000000000000000e+02,3.713236355804708211e+01,1.501663875715491514e+01,4.785099768479800986e+01
3.220000000000000000e+02,3.717734787669729712e+01,1.170742585401136537e+01,5.111522626929133395e+01
3.230000000000000000e+02,3.722233463316517543e+01,8.398033615982097189e+00,5.437963175085271672e+01
3.240000000000000000e+02,3.726732382764888030e+01,5.088462028488778266e+00,5.764421414386233522e+01
3.250000000000000000e+02,3.857996832306930202e+01,4.043034440733102741e+01,2.098968726959967412e+01
3.260000000000000000e+02,3.862498145035910824e+01,3.712258544503033164e+01,2.425243310461057789e+01
3.270000000000000000e+02,3.866999701646346921e+01,3.381464726810416721e+01,2.751535571543236713e+01
3.280000000000000000e+02,3.871501502158061214e+01,3.050652986198735661e+01,3.077845511643203480e+01
3.290000000000000000e+02,3.876003546590875715e+01,2.719823321211313072e+01,3.404173132197810503e+01
3.300000000000000000e+02,3.880505834964616696e+01,2.388975730391314656e+01,3.730518434644067582e+01
3.310000000000000000e+02,3.885008367299111143e+01,2.058110212281748730e+01,4.056881420419140483e+01
3.320000000000000000e+02,3.889511143614187461e+01,1.727226765425463739e+01,4.383262090960348445e+01
3.330000000000000000e+02,3.894014163929678318e+01,1.396325388365153053e+01,4.709660447705169872e+01
3.340000000000000000e+02,3.898517428265416385e+01,1.065406079643348924e+01,5.036076492091235934e+01
3.350000000000000000e+02,3.903020936641237881e+01,7.344688378024288866e+00,5.362510225556334120e+01
3.360000000000000000e+02,4.047743238879550631e+01,3.276117436004371797e+01,2.676139325116078282e+01
3.370000000000000000e+02,4.052249870028267509e+01,2.945307674795140684e+01,3.002442455176592517e+01
3.380000000000000000e+02,4.056756745356255323e+01,2.614479989579306363e+01,3.328763265064438315e+01
3.390000000000000000e+02,4.061263864883360242e+01,2.283634378900086048e+01,3.655101756216553355e+01
3.400000000000000000e+02,4.065771228629430567e+01,1.952770841300537796e+01,3.981457930070030216e+01
3.410000000000000000e+02,4.070278836614317441e+01,1.621889375323564408e+01,4.307831788062119216e+01
3.420000000000000000e+02,4.074786688857870587e+01,1.290989979511907393e+01,4.634223331630222020e+01
